statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName
고양 지축 스타스퀘어 충전소,AM900032,경기도 고양시 덕양구 지축로 52,"지하1층, 지하2층","지하1층, 지하2층",24시간 이용가능,37.64984868,126.9139488,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,0,2,1.0,0.0,2025-05-07 03:18:10,2025-05-06 10:05:44,2025-05-06 01:05:42,,41,41280,G0,G004,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,,N,2023,경기도
나라키움 대전센터 급속충전소,AM900036,대전광역시 서구 한밭대로 713,지상주차장(옥외),지상주차장(옥외),24시간 이용가능,36.35868596,127.3785725,AM,아마노코리아,아마노코리아,1833-4577,4,100.0,동시,2,2,0.0,1.0,2025-05-15 15:35:43,2025-05-15 09:05:33,2025-05-15 10:05:16,,30,30170,A0,A001,N,시설 상황에 따라 이용이 제한될 수 있음,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,대전광역시
나라키움 대전센터 충전소,AM900037,대전광역시 서구 한밭대로 713,지상주차장(옥외),지상주차장(옥외),24시간 이용가능,36.358686,127.3785725,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,4,7,0.4285714285714286,0.5714285714285714,2025-05-15 15:44:55,2025-05-14 08:05:43,2025-05-14 12:05:06,,30,30170,A0,A001,Y,시설 상황에 따라 이용이 제한될 수 있음,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,대전광역시
캠코캐피탈타워 충전소,AM900038,대전광역시 서구 한밭대로 797,지상주차장(옥외),지상주차장(옥외),24시간 이용가능,36.358315374,127.38782561,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,8,9,0.11111111111111116,1.0,2025-05-15 15:11:15,2025-05-15 01:05:39,2025-05-15 02:05:28,2025-05-15 15:11:15,30,30170,A0,A001,N,시설 상황에 따라 이용이 제한될 수 있음,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,대전광역시
고성 겨울바다(펜션) 충전소,AM900039,강원특별자치도 고성군 토성면 토성로 19,지상주차장,지상주차장,24시간 이용가능,38.24921243,128.5669169,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,1,2,0.5,0.5,2025-05-13 23:04:04,2025-05-05 03:05:59,2025-05-05 05:05:52,,51,51820,E0,E003,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,,N,2023,강원특별자치도
마곡로뎀타워 급속충전소,AM900040,서울특별시 강서구 공항대로 186,지하4층 주차장,지하4층 주차장,24시간 이용가능,37.559106,126.8280365,AM,아마노코리아,아마노코리아,1833-4577,4,100.0,동시,2,2,0.0,1.0,2025-05-15 12:07:29,2025-05-14 10:05:40,2025-05-14 10:05:41,,11,11500,G0,G004,N,시설 상황에 따라 이용이 제한될 수 있음,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,서울특별시
마곡로뎀타워 충전소,AM900041,서울특별시 강서구 공항대로 186,지하4층 주차장,지하4층 주차장,24시간 이용가능,37.55909967,126.8279956,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,동시,1,2,0.5,1.0,2025-05-15 15:16:11,2025-05-14 11:05:23,2025-05-14 01:05:02,2025-05-15 15:16:11,11,11500,G0,G004,N,시설 상황에 따라 이용이 제한될 수 있음,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,서울특별시
서울 아이콘역삼빌딩 충전소,AM900042,서울특별시 강남구 테헤란로44길 8,지하5층 주차장,지하5층 주차장,24시간 이용가능,37.502327015,127.0444446,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,2,2,0.0,1.0,2025-05-15 09:35:23,2025-05-14 07:05:56,2025-05-14 12:05:58,,11,11680,G0,G004,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,,N,2023,서울특별시
더채플청담빌딩,AM900043,서울특별시 강남구 선릉로 757,지상 1층 주차장,지상 1층 주차장,24시간 이용가능,37.5225918,127.0303773,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,3,3,0.0,1.0,2025-05-15 15:38:14,2025-05-12 09:05:51,2025-05-12 05:05:46,,11,11680,E0,E006,N,,N,,N,,N,2023,서울특별시
더채플논현빌딩,AM900044,서울특별시 강남구 논현로 549,더채플앳논현,지하2층 주차장,24시간 이용가능,37.505084699,127.02599437,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,1,2,0.5,0.5,2025-05-15 08:49:43,2025-05-12 10:05:22,2025-05-12 09:05:38,,11,11680,E0,E006,N,,N,,N,,N,2023,서울특별시
진양빌딩,AM900045,서울특별시 서대문구 경기대로 47,진양빌딩,주차장,24시간 이용가능,37.563801799,126.95818885,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,동시,2,2,0.0,1.0,2025-05-15 13:12:26,2025-05-11 09:05:08,2025-05-12 05:05:19,,11,11410,G0,G004,N,,N,,N,,N,2023,서울특별시
광주 판관공 빌딩 급속충전소,AM900046,광주광역시 광산구 임방울대로 527,판관공 빌딩,주차장,24시간 이용가능,35.2066803,126.82061683,AM,아마노코리아,아마노코리아,1833-4577,4,50.0,단독,3,4,0.25,0.75,2025-05-15 12:52:52,2025-05-15 05:05:52,2025-05-15 05:05:39,,29,29200,E0,E001,N,,N,,N,,N,2023,광주광역시
대구 와이즈빌딩,AM900047,대구광역시 중구 달구벌대로 2068,와이즈빌딩,주차장,24시간 이용가능,35.86570133,128.5899312,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,1,1,0.0,1.0,2025-05-13 23:04:24,2025-04-24 02:04:38,2025-04-24 02:04:04,,27,27110,B0,B004,N,,N,,N,,N,2023,대구광역시
대구 와이즈빌딩 급속충전소,AM900048,대구광역시 중구 달구벌대로 2068,와이즈빌딩,주차장,24시간 이용가능,35.86570133,128.5899312,AM,아마노코리아,아마노코리아,1833-4577,4,50.0,단독,1,1,0.0,1.0,2025-05-14 11:56:25,2025-05-10 09:05:27,2025-05-10 10:05:41,,27,27110,B0,B004,N,,N,,N,,N,2023,대구광역시
서울하나손해보험빌딩,AM900049,서울특별시 종로구 창경궁로 117,하나손해보험빌딩,지하주차장,24시간 이용가능,37.57280393,126.9970973,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,0,2,1.0,0.0,2025-05-07 03:23:10,2025-04-28 11:04:58,2025-04-28 01:04:37,,11,11110,B0,B004,N,,N,,N,,N,2023,서울특별시
수원해피라움프라자 ,AM900050,경기도 수원시 권선구 금곡로 205,해피라움프라자,지하주차장,24시간 이용가능,37.27432742,126.9529603,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,2,2,0.0,1.0,2025-05-15 11:53:41,2025-05-14 12:05:02,2025-05-14 05:05:31,,41,41110,B0,B004,N,,N,,N,,N,2024,경기도
김포프레즌스빌딩,AM900051,경기도 김포시 김포한강2로 76,김포프레즌스빌딩,지하주차장,24시간 이용가능,37.63927322,126.6747113,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,0,1,1.0,1.0,2025-05-15 15:41:09,2025-05-14 02:05:49,2025-05-14 05:05:08,2025-05-15 15:41:09,41,41570,B0,B004,N,,N,,N,,N,2024,경기도
원주타임시티,AM900052,강원특별자치도 원주시 북원로 2235-4,원주타임시티,,24시간 이용가능,37.34565705,127.9322176,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,동시,0,4,1.0,0.0,,,,,51,51130,B0,B004,N,,N,,N,,N,2023,강원특별자치도
강남일옥빌딩(신한강남L타워),AM900055,서울특별시 강남구 테헤란로 318,지하주차장,"지하3층, 지하4층",24시간 이용가능,37.50317135,127.0460709,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,3,6,0.5,1.0,2025-05-15 14:26:09,2025-05-15 06:05:05,2025-05-15 11:05:23,2025-05-15 14:26:09,11,11680,B0,B004,N,,N,,N,,N,2024,서울특별시
판교실리콘파크,AM900056,경기도 성남시 분당구 판교로255번길 35,주차장,주차장,24시간 이용가능,37.40512735,127.09949195,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,6,8,0.25,1.0,2025-05-15 11:52:04,2025-05-14 08:05:54,2025-05-14 08:05:00,2025-05-15 09:33:56,41,41130,B0,B004,N,,N,,N,,N,2024,경기도
송파 와이즈더샵,AM900057,서울특별시 송파구 위례광장로 270,주차장,,24시간 이용가능,37.47709543,127.1437235,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,2,2,0.0,1.0,2025-05-14 09:24:40,2025-05-09 10:05:00,2025-05-09 11:05:45,,11,11710,B0,B004,N,,N,,N,,N,2024,서울특별시
죽전테이스티에비뉴,AM900058,경기도 용인시 수지구 용구대로 2701,주차장,,24시간 이용가능,37.32672344,127.1085461,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,동시,0,2,1.0,0.0,,,,,41,41460,B0,B004,N,,N,,N,,N,2024,경기도
인천백병원,AM900059,인천광역시 동구 샛골로 214,인천백병원 지상주차장,지상1층 주차장,24시간 이용가능,37.48171344,126.6458315,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,동시,0,2,1.0,0.0,2025-05-07 02:13:10,2025-05-02 10:05:57,2025-05-02 11:05:40,,28,28140,I0,I001,N,,N,,N,,N,2024,인천광역시
섬뜰아래캠핑장,AM900060,인천광역시 중구 대무의로 229,주차장,지상1층 주차장,24시간 이용가능,37.39612175,126.4248338,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,동시,2,2,0.0,1.0,2025-05-15 02:59:36,2025-05-04 07:05:23,2025-05-04 09:05:02,,28,28110,B0,B004,N,,N,,N,,N,2024,인천광역시
단암타워,AM900061,서울특별시 중구 소월로 10,주차장,철골 주차장,24시간 이용가능,37.55854116,126.9754111,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,1,2,0.5,0.5,2025-05-15 11:13:00,2025-05-14 12:05:27,2025-05-14 06:05:01,,11,11140,B0,B004,N,,N,,N,,N,2024,서울특별시
휴네시온,AM900062,서울특별시 강남구 학동로97길 20,주차장,,24시간 이용가능,37.52114656,127.0555181,AM,아마노코리아,아마노코리아,1833-4577,2,7.0,단독,2,2,0.0,1.0,2025-05-14 09:24:43,2025-05-12 07:05:13,2025-05-12 05:05:28,,11,11680,B0,B004,N,,N,,N,,N,2024,서울특별시
부안 예술회관,BA191101,전북특별자치도 부안군 부안읍 예술회관길 11,,,24시간 이용가능,35.7243548,126.7232505,BA,부안군,부안군,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 15:57:51,2025-05-14 17:14:52,2025-05-14 17:38:27,,52,52800,A0,A004,Y,,N,,N,,N,2021,전북특별자치도
곰소염전 스마트복합쉼터,BA24A111,전북특별자치도 부안군 진서면 곰소리 2-2,전북특별자치도 부안군 진서면 곰소리 2-2,,24시간 이용가능,35.594434,126.616014,BA,부안군,부안군,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 15:56:40,2025-05-15 12:44:04,2025-05-15 13:13:07,,52,52800,C0,C003,Y,,N,,N,,N,2024,전북특별자치도
워터 서울 광화문,BE111108,서울특별시 종로구 종로1길 50,,지하 4층 A동 B기둥,24시간 이용가능,37.574641,126.978913,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","100.0,7.0","단독,동시",4,10,0.6,1.0,2025-05-15 14:26:05,2025-05-15 14:26:05,2025-05-15 14:23:01,2025-05-15 14:26:05,11,11110,G0,G004,N,"주차 요금 : 10분당 1,000원 / 워터 회원은 급속 충전 시 30분 주차 무료 (B동 로비에서 할인권 수령)",N,,N,,Y,2022,서울특별시
워터 버거킹 청주분평DT,BE240101,충청북도 청주시 서원구 청남로 1918,지상주차장,,24시간 이용가능,36.604239,127.479584,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,2,4,0.5,1.0,2025-05-15 16:08:15,2025-05-15 16:08:15,2025-05-15 15:31:18,2025-05-15 16:08:15,43,43110,E0,E006,Y,,N,,N,,Y,2023,충청북도
워터 북한산 사기막야영장,BE240102,경기도 고양시 덕양구 북한산로618번길 130,사기막야영장,정문 관리실 옆,24시간 이용가능,37.6759246,126.9655009,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","200.0,7.0","단독,동시",5,5,0.0,1.0,2025-05-15 11:51:00,2025-05-15 09:09:00,2025-05-15 11:51:00,,41,41280,G0,G004,Y,,N,,N,,Y,2024,경기도
워터 용인 AK기흥,BE240103,경기도 용인시 기흥구 기흥역로 63,AK 기흥,"지하 2층 J,I 구역",24시간 이용가능,37.27043,127.117578,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","200.0,7.0","단독,동시",11,13,0.15384615384615385,1.0,2025-05-15 15:47:22,2025-05-15 15:47:22,2025-05-14 20:00:57,2025-05-15 15:47:22,41,41460,E0,E001,N,,N,,N,,Y,2024,경기도
워터 북한산 제1주차장,BE240104,서울특별시 은평구 대서문길 24,제1 주차장,,24시간 이용가능,37.6566607,126.9467704,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","200.0,7.0","단독,동시",10,10,0.0,1.0,2025-05-15 15:30:02,2025-05-15 14:26:24,2025-05-15 15:30:02,,11,11380,B0,B001,N,,N,,N,,Y,2024,서울특별시
워터 송파 한양타워,BE240105,서울특별시 송파구 법원로11길 12,"B3, B6","B3(급속), B6(완속)",24시간 이용가능,37.48595545,127.11797785,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","100.0,7.0","단독,동시",8,10,0.19999999999999996,1.0,2025-05-15 13:07:26,2025-05-15 13:07:26,2025-05-15 13:06:17,2025-05-15 13:07:26,11,11710,G0,G004,N,,N,,N,,Y,2024,서울특별시
워터 안산 선부,BE240106,경기도 안산시 단원구 달미로 63,한양프라자,지상주차장,24시간 이용가능,37.341469217,126.81472054,BE,브라이트에너지파트너스,브라이트에너지파트너,1600-8025,"2,4","200.0,7.0","단독,동시",8,8,0.0,1.0,2025-05-15 15:30:00,2025-05-15 14:53:44,2025-05-15 15:30:00,,41,41270,G0,G004,N,,N,,N,,Y,2024,경기도
워터 버거킹 화성능동,BE240107,경기도 화성시 동탄지성로 190,워터 버거킹 화성능동점,,24시간 이용가능,37.2119121,127.0555197,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,1,2,0.5,1.0,2025-05-15 16:03:22,2025-05-15 15:43:55,2025-05-15 16:03:22,2025-05-15 15:43:55,41,41590,E0,E006,Y,,N,,N,,Y,2024,경기도
워터 세종 국립수목원,BE240108,세종특별자치시 수목원로 136,지상주차장,제 2입구 우측,24시간 이용가능,36.4983158,127.284142,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","200.0,7.0","단독,동시",14,14,0.0,1.0,2025-05-15 14:07:13,2025-05-15 14:07:12,2025-05-15 14:07:13,,36,36110,D0,D001,Y,,N,,N,,Y,2024,세종특별자치시
워터 서울 태영운수,BE240301,서울특별시 강서구 양천로27길 169,,지상주차장,24시간 이용가능,37.580889599,126.81949056,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,2,2,0.0,1.0,2025-05-14 15:52:32,2025-05-14 15:51:17,2025-05-14 15:52:32,,11,11500,G0,G004,Y,,N,,N,,Y,2024,서울특별시
워터 버거킹 안성아양DT,BE240601,경기도 안성시 아양2로 92,버거킹 안성DT,지상,24시간 이용가능,37.0108962,127.2577515,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,2,2,0.0,1.0,2025-05-14 13:01:54,2025-05-14 12:20:10,2025-05-14 13:01:54,,41,41550,E0,E006,Y,,N,,N,,Y,2024,경기도
워터 연인산 탐방안내소주차장,BE240707,경기도 가평군 가평읍 승안리 297-60,연인산 탐방안내소주차장,옥외주차장,24시간 이용가능,37.847265,127.485917,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","200.0,7.0","단독,동시",4,5,0.19999999999999996,1.0,2025-05-15 15:51:42,2025-05-15 15:51:42,2025-05-14 10:10:27,2025-05-15 15:51:42,41,41820,G0,G004,Y,,N,,N,,Y,2024,경기도
워터 연인산 제1주차장,BE240708,경기도 가평군 북면 백둔리 807,연인산 제1주차장,옥외주차장,24시간 이용가능,37.895921528,127.44232008,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","100.0,7.0","단독,동시",5,5,0.0,1.0,2025-05-11 20:10:59,2025-05-11 17:44:58,2025-05-11 20:10:59,,41,41820,G0,G004,Y,,N,,N,,Y,2024,경기도
워터 서울시교통회관,BE240709,서울특별시 송파구 올림픽로 319,,야외 주차장,24시간 이용가능,37.5157661,127.1056117,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"2,4","200.0,7.0","단독,동시",4,5,0.19999999999999996,1.0,2025-05-15 15:48:51,2025-05-15 15:48:51,2025-05-15 15:33:58,2025-05-15 15:48:51,11,11710,G0,G004,N,,N,,N,,Y,2024,서울특별시
워터 고양 재활스포츠센터,BE241003,경기 고양시 일산서구 탄현로 139,,야외 주차장,24시간 이용가능,37.703212,126.7645322,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,2,2,0.0,1.0,2025-05-15 10:06:48,2025-05-15 09:02:54,2025-05-15 10:06:48,,41,41280,J0,J007,Y,,N,,N,,Y,2025,경기도
워터 고양 종합운동장 제3주차장,BE241004,경기도 고양시 일산서구 중앙로 1601 고양종합운동장,,야외 주차장,24시간 이용가능,37.6734579,126.7428453,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,2,2,0.0,1.0,2025-05-15 12:35:06,2025-05-15 11:57:48,2025-05-15 12:35:06,,41,41280,J0,J007,N,,N,,N,,Y,2025,경기도
워터 고양 스포츠타운,BE241005,경기 고양시 일산서구 대화동 2329,,야외 주차장,24시간 이용가능,37.6822538,126.7418835,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,2,2,0.0,1.0,2025-05-14 13:48:39,2025-05-14 13:16:29,2025-05-14 13:48:39,,41,41280,J0,J007,Y,,N,,N,,Y,2025,경기도
워터 고양 일산호수공원1,BE241009,경기 고양시 일산동구 호수로 595,,야외 주차장,24시간 이용가능,37.6652438,126.7595969,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,6,6,0.0,1.0,2025-05-14 13:45:43,2025-05-14 13:11:58,2025-05-14 13:45:43,,41,41280,D0,D001,N,,N,,N,,Y,2025,경기도
워터 고양 일산호수공원2,BE241010,경기 고양시 일산동구 호수로 595,,야외 주차장,24시간 이용가능,37.6615554,126.7638978,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,9,10,0.09999999999999998,1.0,2025-05-15 15:15:00,2025-05-15 15:15:00,2025-05-15 15:14:51,2025-05-15 15:15:00,41,41280,D0,D001,N,,N,,N,,Y,2025,경기도
워터 고양 일산호수공원3,BE241011,경기 고양시 일산동구 호수로 595,,야외 주차장,24시간 이용가능,37.6533762,126.7694463,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,6,6,0.0,1.0,2025-05-15 15:05:06,2025-05-15 14:57:00,2025-05-15 15:05:06,,41,41280,D0,D001,N,,N,,N,,Y,2025,경기도
워터 고양 일산호수공원4,BE241012,경기도 고양시 일산동구 호수로 543-2,,야외 주차장,24시간 이용가능,37.6518881,126.7708325,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,4,4,0.0,1.0,2025-05-15 13:25:45,2025-05-15 12:57:02,2025-05-15 13:25:45,,41,41280,D0,D001,N,,N,,N,,Y,2025,경기도
워터 고양 대화레포츠공원,BE241013,경기 고양시 일산서구 대화동 2314,,야외 주차장,24시간 이용가능,37.6703401,126.737333,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,2,2,0.0,1.0,2025-05-15 13:37:19,2025-05-15 12:21:17,2025-05-15 13:37:19,,41,41280,D0,D001,Y,,N,,N,,Y,2025,경기도
워터 고양 탄현공원,BE241014,경기 고양시 일산서구 탄현동 1472,,야외 주차장,24시간 이용가능,37.701135,126.7696203,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,200.0,동시,2,2,0.0,1.0,2025-05-14 14:11:06,2025-05-14 08:41:58,2025-05-14 14:11:06,,41,41280,D0,D001,Y,,N,,N,,Y,2025,경기도
워터 킨텍스 제2전시장,BE241015,경기 고양시 일산서구 킨텍스로 217-59,,하역장2 앞 주차장 중앙,24시간 이용가능,37.66321,126.7428,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,4,"100.0,200.0",동시,37,46,0.19565217391304346,0.9347826086956522,2025-05-15 16:02:56,2025-05-15 16:01:14,2025-05-15 16:01:14,2025-05-15 16:01:14,41,41280,D0,D002,N,,N,,N,,Y,2025,경기도
