statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName,distance_km,is_free_parking,has_convenience,is_fast,avg_cost,inv_cost,is_free_parking_score,working_ratio_score,congestion_ratio_score,inv_cost_score,has_convenience_score,is_fast_score,distance_km_score,total_score
정촌면사무소,ME20C133,경상남도 진주시 정촌면 화개리 976,,,24시간 이용가능,35.131473,128.1025175,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:55:28,2025-05-15 14:13:19,2025-05-15 14:38:36,,48,48170,A0,A001,Y,,N,,N,,N,2020,경상남도,3.968577972181531,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.952866958272297,-3.650200291614519
두루춘풍,IM000142,경상남도 진주시 문산읍 월아산로1002번길 3,두루춘풍,옥외주차장,24시간 이용가능,35.1,128.1,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,7.0,단독,1,1,0.0,1.0,2025-05-06 21:57:18,2025-05-06 19:59:00,2025-05-06 21:59:49,,48,48170,E0,E006,Y,,N,,N,,N,2023,경상남도,3.975812698123755,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.963719047185633,-3.661052380527856
성심인애원 (급),EC480260,경상남도 산청군 산청읍 산청대로1381번길 17,,,24시간 이용가능,35.3808476,127.9083448,EC,이지차저,이지차저,1544-3332,4,100.0,동시,2,2,0.0,1.0,2025-05-13 12:00:32,2025-05-13 10:39:40,2025-05-13 11:51:48,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,0.8191943133353426,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-1.228791470003014,0.5738751966547637
성심인애원,EC480136,경상남도 산청군 산청읍 산청대로1381번길 17,,,24시간 이용가능,35.3802041,127.9090051,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-13 18:36:28,2025-05-13 14:48:07,2025-05-13 18:35:22,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,0.9022403347314776,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-1.353360502097216,0.4493061645605616
산청농업기술센터,ME20C216,경상남도 산청군 산청읍 물안실로8,,,24시간 이용가능,35.4054609,127.9008281,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 15:55:49,2025-05-15 15:41:57,2025-05-15 15:52:58,,48,48860,A0,A004,Y,,N,,N,,N,2021,경상남도,2.0024227900589397,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.0036341850884094,-0.7009675184306317
산청군농기계임대사업소 (급),EC480263,경상남도 산청군 산청읍 정곡척지로3번길 62,,,24시간 이용가능,35.4024804,127.9008736,EC,이지차저,이지차저,1544-3332,4,100.0,동시,2,2,0.0,1.0,2025-05-10 10:16:33,2025-05-10 10:03:45,2025-05-10 10:08:38,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,1.6833098215563282,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.5249647323344924,-0.7222980656767146
산청군농기계임대사업소,EC480140,경상남도 산청군 산청읍 정곡척지로3번길 62,,,24시간 이용가능,35.4027209,127.900336,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-13 18:26:28,2025-05-13 07:50:38,2025-05-13 12:35:01,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,1.7241220699009152,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.586183104851373,-0.7835164381935953
(주)더빈,CV000527,충청북도 청주시 흥덕구 강내면 청주역로 177-14,(주)더빈,,24시간 이용가능,36.632044,127.383314,CV,채비,채비,1522-2573,2,7.0,단독,3,3,0.0,1.0,2025-05-13 20:45:19,2025-05-13 18:25:25,2025-05-13 20:44:22,,43,43110,E0,E006,N,,N,,N,,N,2019,충청북도,0.2971207165427387,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.4456810748141081,1.3569855918436695
청주시 흥덕구청,JA430033,충청북도 청주시 흥덕구 강내면 청주역로 71,흥덕구청,지상 1층,24시간 이용가능,36.6293051,127.3738872,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",7,7,0.0,1.0,2025-05-15 15:49:16,2025-05-15 15:14:08,2025-05-15 15:49:16,,43,43110,A0,A004,Y,,N,,N,,N,2024,충청북도,0.7574853453441985,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.1362280180162978,1.16643864864148
대신택배,EH213012,충청북도 청주시 흥덕구 청주역로 280,지상주차장,지상주차장,24시간 이용가능,36.6401552,127.3887716,EH,이앤에이치에너지,이앤에이치에너지,043)260-1123,2,7.0,단독,1,1,0.0,1.0,2025-05-15 14:07:17,2025-05-14 17:00:15,2025-05-14 21:57:34,,43,43110,G0,G004,Y,,N,,N,,N,2021,충청북도,1.0398804783925333,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.5598207175888,0.7428459490689778
석소LPG충전소,ST601248,충북 청주시 흥덕구 가로수로 799,,충전소,24시간 이용가능,36.6205886,127.3876877,ST,SK일렉링크,SK일렉링크,1566-1704,4,200.0,동시,4,4,0.0,1.0,2025-05-14 23:30:24,2025-05-14 22:46:41,2025-05-14 23:26:56,,43,43110,E0,E007,Y,,N,,N,,Y,2019,충청북도,1.5737931682778707,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-2.360689752416806,0.3419769142409716
가로수주유소,ME22C222,충청북도 청주시 흥덕구 가로수로 793,,,24시간 이용가능,36.6206199,127.3874409,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 15:49:57,2025-05-09 12:21:21,2025-05-09 12:23:24,,43,43110,E0,E007,Y,,N,,N,,N,2022,충청북도,1.561805061098641,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.3427075916479616,-0.0400409249901838
길치문화공원 공영주차장,IVDJNGIL,대전광역시 대덕구 신상로 65길치문화공원 공영주차장,,,24시간 이용가능,36.357417163,127.4606019,IV,인큐버스,인큐버스,042-863-6698,"2,4","100.0,7.0","단독,동시",5,5,0.0,1.0,2025-05-15 11:00:05,2025-05-15 01:30:05,2025-05-15 11:00:05,,30,30230,B0,B001,Y,,N,,N,,Y,2023,대전광역시,0.3731807150245466,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-0.5597710725368199,2.142895594120958
비래동 143-7 공영주차장,IVDJBRP1,대전광역시 대덕구 비래동 143-7,,,24시간 이용가능,36.354548951,127.4532635,IV,인큐버스,인큐버스,042-863-6698,2,7.0,단독,2,2,0.0,1.0,2025-05-15 13:15:05,2025-05-15 00:45:05,2025-05-15 13:15:05,,30,30230,B0,B001,N,,N,,N,,N,2024,대전광역시,0.3931517264071926,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.5897275896107889,1.2129390770469888
한국도로공사대전지사,ME178132,대전광역시 대덕구 동서대로 1855,,,24시간 이용가능,36.3613313,127.4484343,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 16:03:27,2025-05-15 08:01:55,2025-05-15 08:42:32,,30,30230,A0,A003,Y,,N,,N,,N,2017,대전광역시,0.8685193022035135,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.3027789533052705,0.9998877133525076
롯데칠성음료 동대전영업소,JA300011,대전광역시 대덕구 비래서로9번길 19,롯데칠성음료 동대전영업소 지상 1층,롯데칠성음료 동대전영업소 지상 1층,24시간 이용가능,36.3564697,127.4456947,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,1,0.0,1.0,2025-05-13 22:40:01,2025-05-13 13:35:01,2025-05-13 22:40:01,,30,30230,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2022,대전광역시,0.9667614657906336,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.4501421986859506,0.8525244679718271
우암사적공원,ME190403,대전광역시 동구 가양동60,,,24시간 이용가능,36.34726,127.456721,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 15:59:14,2025-05-15 14:48:10,2025-05-15 15:05:25,,30,30110,D0,D001,Y,,N,,N,,N,2019,대전광역시,1.0789584355046642,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.6184376532569962,0.6842290134007816
장수군 참샘골체육관 주차장,JA450082,전북특별자치도 장수군 계북면 어전리 735-1,장수군 참샘골체육관 주차장,장수군 참샘골체육관 주차장,24시간 이용가능,35.7874866,127.6153634,JA,이브이시스,이브이시스,1577-1556,4,30.0,단독,1,1,0.0,1.0,2025-05-12 14:07:04,2025-05-12 13:56:04,2025-05-12 14:07:04,,52,52740,B0,B001,Y,,N,,N,,N,2023,전북특별자치도,0.6237790943032003,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.9356686414548006,1.3669980252029772
계북면종합복지회관,ME19B232,전북특별자치도 장수군 계북면 장무로 962-5,,,24시간 이용가능,35.785359,127.613241,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 15:50:03,2025-05-14 19:36:10,2025-05-14 20:16:16,,52,52740,I0,I006,Y,,N,,N,,N,2020,전북특별자치도,0.9112532393025604,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.3668798589538405,0.9357868077039372
덕유산휴게소 (통영),ST457402,전북특별자치도 장수군 계북면 통영대전고속도로 147,,,24시간 이용가능,35.811823448,127.64363473,ST,SK일렉링크,SK일렉링크,1566-1704,4,"200.0,350.0",단독,3,3,0.0,1.0,2025-05-15 15:36:43,2025-05-15 15:04:31,2025-05-15 15:16:05,,52,52740,C0,C001,Y,,N,,N,,Y,2023,전북특별자치도,3.1349243196000085,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-4.702386479400013,-1.999719812742235
덕유산휴게소 (하남),ST457303,전북특별자치도 무주군 안성면 통영대전고속도로 148,,전기차 충전소,24시간 이용가능,35.815109793,127.64500481,ST,SK일렉링크,SK일렉링크,1566-1704,4,"200.0,350.0",단독,3,3,0.0,1.0,2025-05-15 15:34:23,2025-05-15 15:22:12,2025-05-15 15:34:23,,52,52730,C0,C001,Y,,N,,N,,Y,2023,전북특별자치도,3.4979782753322777,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-5.2469674129984165,-2.544300746340639
장수군 하늘꽃펜션,PI630408,전북특별자치도 장수군 계북면 월현로 135-15,주차장,주차장,24시간 이용가능,35.774089441,127.59097317,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,1,1,0.0,1.0,2025-05-02 14:11:25,2025-04-27 03:38:34,2025-04-27 03:38:34,,52,52740,E0,E003,Y,,N,,N,,N,2023,전북특별자치도,3.2777098406712915,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.916564761006937,-2.613898094349159
엑스포주차장 2충전소,ME24A405,충청남도 금산군 금산읍 신대리 355,,,24시간 이용가능,36.0981987,127.5036812,ME,환경부,환경부,1661-9408,4,200.0,동시,4,4,0.0,1.0,2025-05-15 16:16:05,2025-05-15 12:22:13,2025-05-15 12:35:14,,44,44710,B0,B001,Y,,N,,N,,N,2024,충청남도,3.0318902494164384,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.5478353741246575,-2.24516870746688
금산경찰서,ME22C292,충청남도 금산군 금산읍 인삼로 201,,,24시간 이용가능,36.1029139,127.5041077,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 16:03:26,2025-05-15 09:48:19,2025-05-15 10:28:25,,44,44710,I0,I004,Y,,N,,N,,N,2022,충청남도,3.249650537578168,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.874475806367252,-2.5718091397094747
금산세계인삼엑스포,ME19C204,충청남도 금산군 금산읍 신대리 355,,,24시간 이용가능,36.097873,127.503598,ME,환경부,환경부,1661-9408,4,100.0,단독,1,2,0.5,1.0,2025-05-15 16:15:35,2025-05-14 16:35:00,2025-05-14 16:41:57,2025-05-15 16:14:12,44,44710,A0,A004,Y,,N,,N,,N,2019,충청남도,3.024076087571573,1,0,0,300,0.0033333333222222,0.5,1.0,0.4,0.0026666666577777,0.0,0.0,-4.53611413135736,-2.6334474646995822
금산약초시장 충전소,ME24A281,충청남도 금산군 금산읍 중도리 22-31,,,24시간 이용가능,36.0991143,127.4964922,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 16:16:09,2025-05-15 11:29:34,2025-05-15 11:59:22,,44,44710,E0,E001,Y,,N,,N,,N,2024,충청남도,3.666793910403344,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.500190865605015,-3.1975241989472374
국민여가캠핑장,ME24B194,충청남도 금산군 제원면 닥실길 16,,,24시간 이용가능,36.105298,127.568886,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 16:13:35,2025-05-05 11:01:32,2025-05-05 11:41:32,,44,44710,A0,A004,Y,,N,,N,,N,2024,충청남도,3.701662541003156,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.552493811504734,-3.249827144846956
산청 상촌리 다목적광장,EC480160,경상남도 산청군 생초면 상촌리 178,,,24시간 이용가능,35.4838193,127.8165691,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-10 07:42:31,2025-05-10 07:39:17,2025-05-10 07:40:15,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,0.5132678082794063,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.7699017124191094,1.0327649542386683
생초IC주유소,SOFK0016,경상남도 산청군 생초면 경호로 553-3,생초IC주유소,전면에서 좌측,24시간 이용가능,35.48801334,127.82941016,SO,선광시스템,㈜선광시스템,1533-2972,4,200.0,동시,2,2,0.0,1.0,2025-05-15 01:31:53,2025-05-13 15:19:39,2025-05-13 15:33:39,,48,48860,E0,E007,Y,,N,제한없음,N,,Y,2024,경상남도,1.234024045220821,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-1.8510360678312316,0.851630598826546
생초시외버스터미널주차장,ME19C112,경상남도 산청군 생초면 어서리 290-2,,,24시간 이용가능,35.492167,127.832944,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:53:43,2025-05-14 12:21:53,2025-05-14 13:03:02,,48,48860,B0,B001,Y,,N,,N,,N,2019,경상남도,1.6089613936191427,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.413442090428714,-0.1107754237709364
생초시장,KP005091,경상남도 산청군 생초면 생초로 35-30,,,24시간 이용가능,35.4942,127.836,KP,한국전력공사,한국전력,1899-2100,4,100.0,단독,1,1,0.0,1.0,2025-05-14 22:45:03,2025-05-14 21:39:24,2025-05-14 22:37:38,,48,48860,G0,G004,Y,,N,,N,,N,2022,경상남도,1.9405240432421271,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.9107860648631907,-0.6081193982054129
생초 평촌마을 다목적광장,EC480158,경상남도 산청군 생초면 평촌리 554-6,,,24시간 이용가능,35.481218,127.8335366,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-10 09:12:28,2025-05-10 09:09:45,2025-05-10 09:10:19,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,1.794043364399012,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.691065046598518,-0.8883983799407402
무봉산청소년수련원,ME24B107,경기도 평택시 진위면 진위로 181-94,,,24시간 이용가능,37.106889,127.097328,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 16:01:53,2025-05-15 08:32:08,2025-05-15 09:12:08,,41,41220,A0,A004,Y,,N,,N,,N,2024,경기도,1.6524745853992846,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.478711878098927,-0.1760452114411492
기아차 오산교육센터,HE001039,경기도 용인시 처인구 남사읍 처인성로 57,,지상주차장,24시간 이용가능,37.110733,127.137988,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,"2,6","50.0,7.0",단독,3,3,0.0,1.0,2025-05-14 18:17:20,2025-05-13 10:32:13,2025-05-13 13:50:28,,41,41460,G0,G004,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2020,경기도,2.888846006085489,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.333269009128234,-2.030602342470456
경기평택 더퍼스트타워 1,EV014623,경기도 평택시 진위면 진위2산단로 140,지상2층 맨 끝 오른쪽 주차장,지상2층 맨 끝 오른쪽 주차장,24시간 이용가능,37.1194659,127.0782472,EV,에버온,에버온,1661-7766,2,7.0,단독,8,8,0.0,1.0,2025-05-13 21:27:04,2025-05-12 07:14:14,2025-05-12 17:03:44,,41,41220,E0,E001,N,,N,,N,,N,2024,경기도,2.57550732560471,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-3.863260988407065,-2.0605943217492872
경기평택 더퍼스트타워 2,EV014624,경기도 평택시 진위면 진위2산단로 140,지상2층 1거점 바로 옆라인 주차장,지상2층 1거점 바로 옆라인 주차장,24시간 이용가능,37.1191867,127.0779431,EV,에버온,에버온,1661-7766,2,7.0,단독,5,6,0.1666666666666666,0.8333333333333334,2025-05-15 06:11:38,2025-05-14 17:54:08,2025-05-15 02:59:15,,41,41220,E0,E001,N,,N,,N,,N,2024,경기도,2.6026337828936077,0,0,0,300,0.0033333333222222,0.0,0.8333333333333334,0.6666666666666667,0.0026666666577777,0.0,0.0,-3.903950674340411,-2.4012840076826336
기아 오산연수원,HY000184,경기도 용인시 처인구 남사읍 처인성로 57,오산연수원 야외주차장,야외주차장,24시간 이용가능,37.1097,127.1379,HY,현대엔지니어링,현대엔지니어링,1833-8777,4,100.0,동시,4,4,0.0,1.0,2025-05-14 10:33:03,2025-05-14 06:34:15,2025-05-14 07:09:18,,41,41460,G0,G004,N,,Y,연수원 이용자 제한,N,,N,2023,경기도,2.9221371501703515,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-4.383205725255527,-2.5805390585977492
판교IT센터,HM110122,경기 성남시 수정구 창업로40번길 30,,지하3층 주차장？,24시간 이용가능,37.4120427,127.0926861,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,7.0,단독,1,1,0.0,1.0,2025-05-15 13:18:26,2025-05-15 08:25:18,2025-05-15 13:00:38,,41,41130,G0,G004,Y,,N,,N,,N,2023,경기도,0.9919108188470024,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.4878662282705033,0.8148004383872745
판교아이스퀘어,HM110170,경기도 성남시 수정구 창업로 18,판교아이스퀘어,"지하 4층 A03기둥옆, 지하4층 C04기둥옆, 지하3층 H03기둥옆 ",24시간 이용,37.4134038,127.0983341,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,7.0,단독,11,11,0.0,1.0,2025-05-15 14:02:34,2025-05-15 10:27:13,2025-05-15 14:00:38,,41,41130,G0,G004,Y,,N,,N,,N,2024,경기도,1.38766758787797,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.081501381816955,0.2211652848408225
판교제2테크노밸리기업지원허브,PWE05730,경기도 성남시 수정구 대왕판교로 815,,지하주차장,24시간 이용가능,37.413827745,127.09931662,PW,파워큐브,파워큐브,1833-8017,2,3.0,단독,5,5,0.0,1.0,2025-04-29 10:21:10,2025-04-24 19:02:17,2025-04-24 20:14:17,,41,41130,G0,G004,Y,,Y,시설 상황에 따라 이용 제한,N,,N,2023,경기도,1.459598713459413,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.1893980701891196,0.1132685964686581
판교아이스퀘어 지하3층,TDH00063,경기도 성남시 수정구 창업로 17,,지하3층 주차장,24시간 이용가능,37.412184709,127.09761828,TD,타디스테크놀로지,타디스테크놀로지,02-6956-3055,2,7.0,단독,3,5,0.4,1.0,2025-05-15 12:46:57,2025-05-15 08:25:30,2025-05-15 11:26:28,2025-05-15 08:25:30,41,41130,E0,E001,Y,,N,,N,,N,2022,경기도,1.3725321114409963,1,0,0,300,0.0033333333222222,0.5,1.0,0.48,0.0026666666577777,0.0,0.0,-2.0587981671614948,-0.076131500503717
다우디지털스퀘어,HM110123,경기도 성남시 수정구 금토로 69,(금토동),지하3~5충 14번 기,24시간 이용가능,37.404689666,127.08712399,HM,휴맥스이브이,휴맥스이브이,1800-3188,"2,5","50.0,7.0",단독,5,8,0.375,1.0,2025-05-15 13:20:25,2025-05-15 09:13:20,2025-05-15 13:18:07,2025-05-15 13:18:06,41,41130,B0,B004,Y,,N,,N,,N,2023,경기도,1.3968139939395443,1,0,0,300,0.0033333333222222,0.5,1.0,0.5,0.0026666666577777,0.0,0.0,-2.0952209909093167,-0.0925543242515387
입장거봉포도(서울) 휴게소,ME178010,충청남도 천안시 서북구 입장면 연곡길 407,,,24시간 이용가능,36.9427836,127.1943661,ME,환경부,환경부,1661-9408,6,50.0,단독,2,2,0.0,1.0,2025-05-15 16:14:28,2025-05-15 16:01:15,2025-05-15 16:14:27,,44,44130,C0,C001,Y,,N,,N,,N,2017,충청남도,2.2429523512904206,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.364428526935631,-1.0617618602778531
디아인텍 파우치동,IM000155,경기도 안성시 서운면 독정서길 28-32,디아인텍,A동,24시간 이용가능,36.9,127.2,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,7.0,단독,2,2,0.0,1.0,2025-05-15 13:24:17,2025-05-15 09:35:55,2025-05-15 13:23:54,,41,41550,G0,G004,Y,,N,,N,,N,2024,경기도,2.752580084589384,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.128870126884076,-1.826203460226298
디아인텍 A동,IM000156,경기도 안성시 서운면 독정서길 28-32,디아인텍,파우치동,24시간 이용가능,36.9,127.2,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,7.0,단독,2,2,0.0,1.0,2025-04-30 03:46:06,2025-03-21 09:50:38,2025-03-21 12:41:19,,41,41550,G0,G004,Y,,N,,N,,N,2024,경기도,2.752580084589384,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.128870126884076,-1.826203460226298
입장거봉포도(서울) 휴게소,ME21A307,충청남도 천안시 서북구 입장면 연곡길 407,,,24시간 이용가능,36.9428168,127.1942243,ME,환경부,환경부,1661-9408,4,100.0,단독,1,3,0.6666666666666667,0.6666666666666666,2025-05-15 16:15:30,2025-05-15 15:47:25,2025-05-15 15:56:29,2025-05-15 15:42:59,44,44130,C0,C001,Y,,N,,N,,N,2021,충청남도,2.24384519533049,1,0,0,300,0.0033333333222222,0.5,0.6666666666666666,0.2666666666666666,0.0026666666577777,0.0,0.0,-3.365767792995735,-1.929767793004624
성환읍 행정복지센터,ME23B145,충청남도 천안시 서북구 성환읍 성환리 274-26,충청남도 천안시 서북구 성환읍 성환리 274-26,,24시간 개방,36.9182623,127.1347504,ME,환경부,환경부,041-521-6757,6,100.0,단독,1,1,0.0,1.0,2025-05-15 16:15:42,2025-05-15 15:08:14,2025-05-15 15:35:55,,44,44130,A0,A002,Y,,N,,N,,N,2023,충청남도,4.8404352886665825,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-7.260652932999873,-4.957986266342095
산청 특리마을회관,EC480104,경상남도 산청군 금서면 특리 241-1,,,24시간 이용가능,35.4430749,127.8491735,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-09 18:16:27,2025-05-09 14:16:48,2025-05-09 18:14:24,,48,48860,A0,A004,Y,,N,,N,,N,2024,경상남도,1.2466370578011592,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.8699555867017388,0.4327110799560389
산청 대포마을회관,EC480155,경상남도 산청군 생초면 명지대포로236번길 182,,,24시간 이용가능,35.4623593,127.855285,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-04-30 01:11:18,2025-03-02 15:25:27,2025-03-02 22:56:27,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,1.042164614579424,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-1.5632469218691358,0.2394197447886419
산청 오부면사무소 (급),EC480291,경상남도 산청군 오부면 산수로 541,,,24시간 이용가능,35.4586487,127.8619337,EC,이지차저,이지차저,1544-3332,4,100.0,동시,2,2,0.0,1.0,2025-05-12 15:10:31,2025-05-12 14:44:23,2025-05-12 15:07:24,,48,48860,A0,A002,N,,N,,N,,N,2024,경상남도,1.230918697425476,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-1.846378046138214,-0.0437113794804362
산청 스마트복합쉼터,PC000581,경상남도 산청군 생초면 신연리 산93-11,,옥외 주차장,24시간 이용가능,35.4645078,127.8622328,PC,파킹클라우드,파킹클라우드,1533-5783,"2,4","50.0,7.0",단독,3,3,0.0,1.0,2025-05-02 12:55:38,2025-05-02 12:19:34,2025-05-02 12:51:28,,48,48860,A0,A004,Y,,N,,N,,N,2024,경상남도,1.6229394862073565,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.4344092293110347,-0.1317425626532569
산청 덕촌마을 경로당,EC480111,경상남도 산청군 금서면 특리 759-1,,,24시간 이용가능,35.4349326,127.8509712,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-04-30 01:11:06,2025-04-29 23:31:39,2025-04-29 23:32:56,,48,48860,A0,A004,Y,,N,,N,,N,2024,경상남도,2.1562173762567403,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.2343260643851104,-0.9316593977273326
성거읍사무소,ME19C247,충청남도 천안시 서북구 성거읍 저리 57-26,,,24시간 이용가능,36.877667,127.198722,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 16:06:28,2025-05-15 13:37:09,2025-05-15 14:04:27,,44,44130,A0,A002,Y,,N,,N,,N,2019,충청남도,1.090205010788264,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.635307516182396,0.6673591504753817
