no,StatId,ChargerId,StartDate,EndDate,Note,EvChargerUseStampId,statNm,chgerType,addr,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,eci_note,limitYn,limitDetail,delYn,delDetail,Available,LatNumber,LngNumber,AverageRating,AverageCharingSpeed
1594648,ME20B211,21,2024-12-30 18:26,2024-12-30 18:54,NULL,1586649,명학일반산업단지 관리사무소,4,세종특별자치시 연동면 응암리 916,NULL,36.5412012,127.3364791,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,B0,B001,Y,NULL,N,NULL,N,NULL,YES,36.5412,127.336,0,0
1594647,ME18A214,12,2024-12-30 18:15,2024-12-30 18:31,NULL,1586648,원수산 아래 BMX경기장,4,세종특별자치시 연기면 세종리 659-30,NULL,36.522604,127.267463,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,동시,36,36110,J0,J007,Y,NULL,N,NULL,N,NULL,YES,36.5226,127.267,0,0
1594646,ME18A001,1,2024-12-30 19:08,2024-12-30 19:33,NULL,1586647,은하수공원,6,"세종특별자치시 연기면 정안세종로 1527 은하수공원, 화장시설 주차장",NULL,36.532123,127.245097,24시간 이용가능,ME,환경부,환경부,031-994-6115 ,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,50,단독,36,36110,A0,A004,Y,NULL,N,NULL,N,NULL,YES,36.5321,127.245,0,0
1593697,PW011651,2,2024-12-30 14:10,2024-12-30 18:27,NULL,1585693,새뜸마을4단지 입주자대표회의-2,2,세종특별자치시 새롬북로 13,NULL,36.48650538,127.2458755,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,36,36000,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4865,127.246,0,0
1593696,MO361101,2,2024-12-30 18:28,2024-12-30 18:28,NULL,1585692,수루배마을1단지,2,세종특별자치시 반곡로 14,NULL,36.498532,127.3078514,24시간 이용가능,MO,매니지온,매니지온,1833-2377,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4985,127.308,0,0
1593695,KP004575,1,2024-12-30 18:13,2024-12-30 18:28,NULL,1585691,보람동행정복지센터,4,세종특별자치시 한누리대로 2107,NULL,36.4789,127.2903,24시간 이용가능,KP,한국전력공사,한국전력,1899-2100,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,100,단독,36,36110,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.4789,127.29,0,0
1593694,JA360002,5,2024-12-30 17:10,2024-12-30 18:28,NULL,1585690,홈플러스 조치원점,4,세종특별자치시 조치원읍 허만석로 60,NULL,36.58618683,127.297516,10:00 ~ 22:00,JA,이브이시스,이브이시스,1577-1556,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,30,단독,36,36110,E0,E001,N,NULL,N,NULL,N,NULL,YES,36.5862,127.298,0,0
1593693,HW001073,10,2024-12-30 17:56,2024-12-30 18:26,NULL,1585689,세종 누리동 공영버스 차고지,13,세종특별자치시 갈매로 1008,NULL,36.5269156,127.2969391,00:00 ~ 23:59,HW,한화솔루션,한화솔루션,1533-3464,3,2.02501E+13,2.02501E+13,2.02501E+13,2.02501E+13,NULL,120,동시,36,36110,H0,H001,N,NULL,Y,입주민 전용,N,NULL,YES,36.5269,127.297,0,0
1593692,HM000915,5,2024-12-30 7:40,2024-12-30 14:23,NULL,1585688,정부세종청사 8동,2,세종특별자치시 도움5로 19,NULL,36.50472798,127.259204,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,A0,A003,N,NULL,Y,보안구역으로 출입이 제한됨,N,NULL,YES,36.5047,127.259,0,0
1593691,HE000634,2,2024-12-30 17:42,2024-12-30 18:27,NULL,1585687,코스트코 세종점,2,세종특별자치시 종합운동장1로 14,NULL,36.467122,127.269885,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,36,36110,E0,E001,Y,NULL,N,NULL,N,NULL,NO,36.4671,127.27,0,0
1593690,BT100003,2,2024-12-30 15:57,2024-12-30 18:28,NULL,1585686,몰디브상가,2,세종특별자치시 도움1로 108,NULL,36.5025906,127.2475653,24시간 이용가능,BT,보타리에너지,(주)보타리에너지,1588-5339,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,A0,A004,N,NULL,N,NULL,N,NULL,YES,36.5026,127.248,0,0
1593689,ME23B129,1,2024-12-30 14:26,2024-12-30 14:41,NULL,1585685,세종시립도서관,6,세종특별자치시 고운동 2103,NULL,36.5104933,127.2397304,24시간 개방,ME,환경부,환경부,044-301-4316,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,I0,I005,Y,NULL,N,NULL,N,NULL,YES,36.5105,127.24,0,0
1593688,ME19E510,1,2024-12-30 15:40,2024-12-30 15:43,NULL,1585684,정부세종청사 문화체육관광부,4,세종특별자치시 갈매로 388(어진동),NULL,36.49741,127.265079,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,A0,A001,Y,NULL,N,NULL,N,NULL,YES,36.4974,127.265,0,0
1593687,ME19B182,1,2024-12-30 10:51,2024-12-30 10:59,NULL,1585683,세종청사4동 기획재정부,4,세종특별자치시 갈매로 477,NULL,36.506093,127.265568,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,100,단독,36,36110,A0,A001,Y,NULL,N,NULL,N,NULL,YES,36.5061,127.266,0,0
1593686,ME18A514,1,2024-12-30 10:28,2024-12-30 10:41,NULL,1585682,새롬동 복합커뮤니티 센터,6,세종특별자치시 새롬동 341-72,NULL,36.485399,127.251677,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,100,단독,36,36110,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.4854,127.252,0,0
1593685,ME18A402,13,2024-12-30 17:09,2024-12-30 17:33,NULL,1585681,보람동 수변공원,4,세종특별자치시 보람동 624-1,NULL,36.481974,127.290825,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,D0,D001,Y,NULL,N,NULL,N,NULL,YES,36.482,127.291,0,0
1593684,ME18A215,12,2024-12-30 17:12,2024-12-30 17:57,NULL,1585680,LH 세종본부,4,세종특별자치시 가름로 238-1,NULL,36.494692,127.26536,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,H0,H003,Y,NULL,N,NULL,N,NULL,YES,36.4947,127.265,0,0
1593683,ME18A001,5,2024-12-30 14:41,2024-12-30 15:02,NULL,1585679,은하수공원,4,"세종특별자치시 연기면 정안세종로 1527 은하수공원, 화장시설 주차장",NULL,36.532123,127.245097,24시간 이용가능,ME,환경부,환경부,031-994-6115 ,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,100,동시,36,36110,A0,A004,Y,NULL,N,NULL,N,NULL,YES,36.5321,127.245,0,0
1593682,ME18A001,3,2024-12-30 17:35,2024-12-30 17:43,NULL,1585678,은하수공원,4,"세종특별자치시 연기면 정안세종로 1527 은하수공원, 화장시설 주차장",NULL,36.532123,127.245097,24시간 이용가능,ME,환경부,환경부,031-994-6115 ,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,100,동시,36,36110,A0,A004,Y,NULL,N,NULL,N,NULL,YES,36.5321,127.245,0,0
1593681,ME18A001,1,2024-12-30 17:41,2024-12-30 18:24,NULL,1585677,은하수공원,6,"세종특별자치시 연기면 정안세종로 1527 은하수공원, 화장시설 주차장",NULL,36.532123,127.245097,24시간 이용가능,ME,환경부,환경부,031-994-6115 ,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,50,단독,36,36110,A0,A004,Y,NULL,N,NULL,N,NULL,YES,36.5321,127.245,0,0
1593680,ME183162,52,2024-12-30 17:40,2024-12-30 17:53,NULL,1585676,세종호수공원제2주차장,4,"세종특별자치시 어진동 621, 입구 우측",NULL,36.5002765,127.2691866,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,100,동시,36,36110,B0,B001,Y,NULL,N,NULL,N,NULL,YES,36.5003,127.269,0,0
1592621,PWE04183,12,2024-12-30 17:14,2024-12-30 17:20,NULL,1584601,새뜸마을10단지아파트,2,세종특별자치시 새롬중앙로 90,NULL,36.48859315,127.2511262,24시간 이용가능,PW,파워큐브,파워큐브코리아,1833-8017,9,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,3,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4886,127.251,0,0
1592620,PW100775,4,2024-12-30 13:45,2024-12-30 17:17,NULL,1584600,해들마을1단지입주자대표회의,2,세종특별자치시 대평1길 27,NULL,36.46984857,127.2772721,24시간 이용가능,PW,파워큐브,파워큐브코리아,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4698,127.277,0,0
1592619,PW013120,20,2024-12-30 14:39,2024-12-30 17:19,NULL,1584599,새뜸마을1단지,2,세종특별자치시 새롬남로 18,NULL,36.47993497,127.2467778,24시간 이용가능,PW,파워큐브,파워큐브코리아,1833-8017,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4799,127.247,0,0
1592618,PW012439,2,2024-12-30 16:09,2024-12-30 17:18,NULL,1584598,새샘마을5단지 입주자대표회의,2,세종특별자치시 남세종로 301,NULL,36.48133107,127.3044351,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4813,127.304,0,0
1592617,IN044005,1,2024-12-30 13:29,2024-12-30 17:21,NULL,1584597,이마트세종점,2,세종특별자치시 금송로 687,NULL,36.4709,127.2512,24시간 이용가능,IN,신세계아이앤씨,신세계아이앤씨,1899-7495,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,E0,E001,N,NULL,N,NULL,N,NULL,YES,36.4709,127.251,0,0
1592616,HW000131,5,2024-12-30 15:53,2024-12-30 17:18,NULL,1584596,세종특별자치시청,2,세종특별자치시 한누리대로 2130,NULL,36.4800121,127.2890691,09:00~18:00,HW,한화솔루션,한화솔루션,1533-3464,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,A0,A001,Y,NULL,N,NULL,N,NULL,YES,36.48,127.289,0,0
1592615,HM200015,4,2024-12-30 9:52,2024-12-30 17:19,NULL,1584595,고려대학교 세종캠퍼스,2,세종특별자치시 조치원읍 세종로 2511,NULL,36.61169462,127.2910027,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,J0,J001,Y,NULL,N,NULL,N,NULL,YES,36.6117,127.291,0,0
1592614,HM000458,9,2024-12-30 12:28,2024-12-30 15:18,NULL,1584594,새뜸마을3단지,2,세종특별자치시 새롬북로 14,NULL,36.48632015,127.2465663,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,N,거주자외 사용불가,Y,NULL,N,NULL,YES,36.4863,127.247,0,0
1592613,HE000634,6,2024-12-30 12:39,2024-12-30 13:36,NULL,1584593,코스트코 세종점,4,세종특별자치시 종합운동장1로 14,NULL,36.467122,127.269885,24시간 이용가능,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,동시,36,36110,E0,E001,Y,NULL,N,시설 상황에 따라 이용이 제한될 수 있음,N,NULL,YES,36.4671,127.27,0,0
1592612,EP210161,2,2024-12-27 10:12,2024-12-27 4:12,NULL,1584592,콘티넨탈,2,세종특별자치시 부강면 금호선말길 74-7,NULL,36.4980261,127.3625763,24시간 이용가능,EP,이카플러그,이카플러그,이카플러그,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H003,Y,NULL,Y,시설 상황에 따라 이용이 제한될 수 있음,N,NULL,YES,36.498,127.363,0,0
1592611,CV003180,2,2024-12-30 13:02,2024-12-30 13:17,NULL,1584591,도담동행정복지센터,4,세종특별자치시 보람로 77,NULL,36.515418,127.261745,24시간 이용가능,CV,대영채비,대영채비,1522-2573,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,동시,36,36110,A0,A002,N,NULL,N,NULL,N,NULL,YES,36.5154,127.262,0,0
1592610,CV001711,3,2024-12-27 8:16,2024-12-27 9:49,NULL,1584590,대통령기록관,2,세종특별자치시 다솜로 250,NULL,36.501642,127.273244,24시간 이용가능,CV,대영채비,대영채비,1522-2573,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,D0,D008,Y,NULL,N,NULL,N,NULL,YES,36.5016,127.273,0,0
1592609,CV000656,2,2024-12-30 16:05,2024-12-30 16:05,NULL,1584589,(세종시)다정동 복합커뮤니티센터,2,세종특별자치시 다정중앙로 40,NULL,36.4943093,127.2500613,24시간 이용가능,CV,대영채비,대영채비(주),1522-2573,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36110,A0,A002,N,NULL,N,NULL,N,NULL,NO,36.4943,127.25,0,0
1592608,ME23A219,22,2024-12-30 11:42,2024-12-30 12:15,NULL,1584588,고운동 복합커뮤니티센터(남측),4,세종특별자치시 마음로 64,NULL,36.5053321,127.2354707,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,단독,36,36110,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.5053,127.235,0,0
1592607,ME22C215,2,2024-12-27 14:44,2024-12-27 14:46,NULL,1584587,정부세종청사 중앙동,4,세종특별자치시 도음6로 42,NULL,36.5019899,127.2633337,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,A0,A003,Y,NULL,N,NULL,N,NULL,YES,36.502,127.263,0,0
1592606,ME19F403,1,2024-12-30 15:49,2024-12-30 16:20,NULL,1584586,세종중앙공원주차장2,4,세종특별자치시 연기면 수목원로 136,NULL,36.49897513,127.2831925,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,B0,B002,Y,NULL,N,NULL,N,NULL,YES,36.499,127.283,0,0
1592605,ME18A214,12,2024-12-30 16:14,2024-12-30 16:57,NULL,1584585,원수산 아래 BMX경기장,4,세종특별자치시 연기면 세종리 659-30,NULL,36.522604,127.267463,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,동시,36,36110,J0,J007,Y,NULL,N,NULL,N,NULL,YES,36.5226,127.267,0,0
1592604,ME18A214,11,2024-12-30 16:16,2024-12-30 16:59,NULL,1584584,원수산 아래 BMX경기장,4,세종특별자치시 연기면 세종리 659-30,NULL,36.522604,127.267463,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,J0,J007,Y,NULL,N,NULL,N,NULL,YES,36.5226,127.267,0,0
